SKANDALBOLAG!!! SE UPP FÖR DETTA BOLAG. Rating :  - 69.000 kr. Läs hela texten om du vill får reda på hur detta bolag arbetar. Hyrde ut min nymålade och nyrenoverade bostad via Renthia och allt gick bra. Efter att hyrt ut i ett år så skulle jag få tillbaka mina nycklar. Lägenheten hade fläckar i alla väggar men framför allt fanns det en odör i hela lägenheten. Efter en längre tids diskussion med hyresgästerna så beslutar Renthia att lämna tillbaka depositionen till hyresgästerna - 1000 kr för självrisk (Är inte det en uthyrare skall få behålla om en hyresgäst förstör en lägenhet). Därefter säger de att det är inga problem det löser vårt försäkringsbolag, ta lite bilder och samla kvitton på det arbete  som byggföretaget gör så fixar vi resten. Jag mejlar de en skaderapport som de bad mig fylla 6 juli, de återkommer till mig 28 augusti och frågar mig om skadebrevet och hävdar att hon ej tagit emot det. Mejlar det på nytt. 6 veckor till går. Under tiden får jag en faktura av byggföretaget på 69.000 kr. Idag fick jag följande meddelande av Renthia : Hej ! Se nedan beslut. Renthia står för självrisken (2000 kr av 69000 kr) . Vill ni överklaga detta får ni föra diskussionen med Länsförsäkringar. Pengarna kan sättas in på Renthias konto så skickas det över till dig. Under denna tid så frågar de mig om jag vill hyra ut lägenheten via de. Bra fräckt. När det är problem finns de inte där alls och vet inte hur man ska föra en process med sitt försäkringsbolag, jag följde Renthias instruktioner. Men när det kommer till att tjäna pengar då minsann finns de där. Har mejlat Renthia, utan framgång, nu svarar de inte på mejl , nu flyr de för de vet att de gjort fel från första början, som alla skyldiga gör.  Nu får jag personligen betala 69.000 kr nej förlåt 67.000 kr då Renthia stod för 2000 kr. Renthia är ett väldigt tillmötesgående när det kommer till att tjäna pengar på dig, men när det kommer till att betala tillbaka för den skada deras hyresgäst gjort som de har ansett som lämplig, då flyr de. Läser du detta så säger jag bara : Hyr ut via de på egen risk. För du tar hela risken själv, de tar bara fördelarna.|0
VARNING! UNDVIK BILAFFÄR MED DENNA BILFIRMA Jag läste en annons om en bil på blocket och var intresserat, bilen var bra beskrivet. I beskrivningen stod inga alls fel eller defekter, repor osv. Jag ringde och pratade med bilfirman (Mälarbil), frågade om beskrivningen på bilen stämmer, han svarade att allting stämmer, jag frågade om bilen var fri från skador och repor och andra fel han svarade absolut inget fel på bilen, jag sa kan du behålla bilen till mig, de sa mot handpenning 5000 kr. Jag sade till honom jag lämnar handpenning men om allting ni har sagt inte stämmer så vill jag ha mina pengar tillbaka, han sa absolut jag får pengarna tillbaka om jag hittar något fel på bilen. Allt detta har vi sagt 2019-03-25 ca kl:18:15, och jag Swishade 5000 kr till honom ca kl: 18:30. Redan den 2019-03-26 kl: 10:00 då de öppnar bilfirman var jag på plats, alltså efter samma kväll/natt, jag provkörde bilen och kollade runt bilen då upptäckte jag följande fel: ett oljud som kommer in under körning (något slirar konstant), en skada spricka på bak stötfångaren om 10-15 cm, en repa om ca 10 cm på framstötfångaren och en buckla också på framstötfångaren.  Vi körde en sväng tillsammans, och han märkte själv oljudet (vilket han viste. Om innan) och han sa direkt att det är bromsbeläggen fram som var slut!! Han sa att de byter bromsbelägg,  jag själv misstänkte motorn då det lät lite konstigt knakning från motorn konstant helt oberoende av bromsar , angående reporna sa han att det är en begagnad bil så det finns repor (men varför sa du inget innan du fick pengarna) , angående skadan på backstötfångaren sade han att han har inte sett den och ’’missat'' den, han kan polera/laga den. (kan man verkligen missa en 15  cm spricka som var sytt ihop med 4 skruvar??!)  *han vägrar nu att betala pengarna tillbaka, han har get mig två alternativ, att köpa bilen för 80000 kr eller förlora mina 5000 kr! Det blir ARN plus polisanmälan  * Det känns som att jag har blivit rånat på gatan, jag kan bara inte sluta att tänka på det! Nu när jag har läst alla andras affärsupplevelse med denna bilfirma så tycker jag att det inte är bilfirmans fel utan de svenska myndigheternas fel att låta en sådan oseriös bilfirma upprepade gång råna vanliga folk på pengar genom att använda ’’BILFIRMAS TRYGGHETEN’’ som paraply för sina gärningar. |0
Städning bra med Ximena som är vår nuvarande städare.. Administrationen runt omkring under all kritik. Fel i RUT avdrag, när städerskan är sjuk så informeras det inte i tid. Fel på fakturor. De skickar vikarier trots att vi sagt till att vi hellre flyttar på städningen. Anledningen till att jag tackat nej till vikarier är att de städare som jag har specifikt sagt att jag inte vill ska städa hos oss är de som komit varje gång jag fått vikare. Anlednignen till att jag sagt nej till vissa personer är att de slagit sönder, lampa, damsugare ärvda glas. Men ingen av dem har informerat om det och det är krångligt att få ersättning från Hemfrid. Hade varit bättre om man fick en gratis städning eller liknande jag har inte ens orkat driva ersättnings frågan. Jag har också informerat från början att vi har stor hund och har fått personer som är hundrädda. En person vågade inte ens öppna dörren en annan såg jag hur han sparakde mot hunden när jag kom hem tidigt. Nu de sista gångerna verkar det som Hemfrid har förstått att vi föredrar en omboknad  städning istället för vikarie så det har blivit lite bättre.  Vad det gäller hunden förstår jag att man kan vara rädd , men då bör de inte skickas  till oss för att städa.  Jag hade inte varit kvar på Hemfrid om inte vår senaste städerska varit så bra.  Hon städar bra, händer det något så har hon informerat på ett bra sätt och hon har varit snäll mot vår hund. Det har också fungerat bra när hon har fått med sig någon extra person för större städning till oss och hon har visat hur man gör och hur man får hunden att gå och lägga sig etc.. om personen ifråga inte varit van vid hundar. jag upplever henne som mycket ärlig och genuint snäll.  Förutom det så är det också inte kul med alla undersökningar de skickar, känns som jag straffas för att jag aktiv fyller i dem och får bara fler, jag får igenomsnitt några via SMS per månad och några på mail. Kan vara färre men i så fall tror ajg att de påminner på redan ifyllda. 2 sista veckorna så har jag fått 2 på mail och minst 1 på sms. |0
Vi anlitade Täby köks & badrumsrenoveringar som vi tyckte verkade vara en bra och erfaren hantverkare, till att renovera vårt badrum. Detta var senhöst 2009. Efter att ha utfört arbetet  så hade vi en del anmärkningar han slarvat med.  Bla så var vår nya golvbrunn alldeles repig eftersom han tagit bort skyddsplasten innan han fogade golvet.  (Som han fick foga om eftersom det inte heller var snyggt gjort) Det blev repor på duschblandaren efter verktyg och hela duschstången satt först alldeles snett. Nu 4 år senare kom den riktiga kallduschen. Vi har fått hela nedervåningen vattenskadad eftersom tätskiktet inte håller tätt. Han har dessutom glömt att sätta tätskikt mot tröskeln så där tar sig vattnet ut utan problem. Vi har på film hur det vatten man häller på golvet i badrummet kommer ut på andra sidan väggen i vardagsrummet.  Vi har haft fler besiktningsmän som dömt ut hela badrummet och ifrågasatt yrkeskunnigheten på den personen som gjort badrummet.  Rördragningarna är fel, golvbrunnen är felmonterad och har fel klämring.  Bakom handfatet saknas material helt.  Bakom toaletten är inte golvet färdigställt. Det mesta som kan göras fel är alltså fel. Nu till det sorgliga. Vi har med tre småbarn fått bo i svartmögel i 3 månader eftersom Helge bråkar med oss och vägrar använda sin ansvarsförsäkring. Han har blivit ombedd och rekommenderad att göra detta direkt av sitt ombud då bevisbördan mot honom är så stark. Men han vägrar! Han drar ut på tiden och förhalar såpass att hans eget försäkringsbolag har avsagt sig fallet. Så nu kan han inte längre nyttja sin försäkring och det enda som kvarstår för oss att göra är att stämma honom och gå till rättegång. Det är där vi befinner oss nu. Jag vill verkligen varna alla för honom!  Han är fruktansvärt otrevlig och hotfull att ha att göra med. Skulle vara intressant att få tag på fler som fått sitt badrum renoverat av honom.  Han har troligtvis fuskbyggt många av Täbys badrum då vi har fakturanummer 002. Här finns filmen för den som vill se: https://m.facebook.com/story.php?story_fbid=10151967248301400&id=617991399&ref=m_notif&notif_t=video_processed&_rdr|0
"Jag har använt Binero sedan 8 år tillbaka. År 2010 räknades Binero som Sveriges bästa webbhotell, något de fortfarande gärna skryter om. Dessvärre kan man inte leva på gamla meriter. År 2018 är Binero tämligen segt. Prestandan är undermålig, även för Företagspaketet som jag testat utförligt. Wordpress på Binero är tungrott, något som flera andra nämner i sina recensioner. Jag är alltså inte ensam.  Nu vurmar de för VPS men det är dyrt det också och jämför man med vilket webbhotell som helst så är Binero både dyrast och segast.  Något har även hänt med spam-skyddet. År 2009 skanderar de att de har bättre spam-skydd än självaste Gmail! Det var då det. Nu fullkomligt svämmar det över av spam på flera av mina domänadresser. När jag ringer supporten tror man inte sina öron! De tycker att jag kan väl klicka på ""unsubscribe"" i de spam jag får. Så, så fel och på så många punkter! För det första ska man aldrig klicka på någonting i ett mejl man inte bett om. Allra helst inte ens öppna det. Gör man det så dels talar man om för spam-bolagen att det är en aktiv adress, dels har man inte den blekaste aning om vad för malware man riskerar att ladda ner på kuppen. Sen borde ju ett modern spam-filter ha stoppat mejlet redan från början.  Då föreslår supporten istället att jag ska logga in i deras webbgränssnitt, som förresten ser ut som något från 1997, för att däri blockera avsändare, en efter en, manuellt... Det är så man smäller av! En 7-åring vet att spammare byter adresser oftare än de byter strumpor och det gäller även domänerna från vilka spammet kommer ifrån. Om det vore så enkelt skulle Google inte satsa miljontals kronor på att utveckla sina algoritmer över huvudtaget. Markerar jag ett mejl som spam så ska den informationen föras över IMAP-protokollet tillbaka till mail-servern, men Bineros servrar verkar helt immuna mot kommandot. Så jag fortsätter drunkna i spam.  Så har vi Let's Encrypt. När Binero själva i blogginlägg efter blogginlägg varnar för att nu går HELA WEBBEN över till SSL och kryptering och så kan de inte ens erbjuda det mest självklara alternativet. De har hållit på sedan 2016 och gång på gång får man samma svar på frågan om hur det går: ""vi jobbar på det"". Hur länge ska ni ""jobba på det""? Det tar mig fem minuter på vilket annat webbhotell som helst att aktivera Let's Encrypt. Jag kan till och med aktivera det på webbservern hemma utan några som helst problem. Känns mer som om Binero jobbar på ett sätt att ta ut pengar för något som egentligen ska vara gratis och därför tar det sån himla tid.  Det är så, så tråkigt att Binero 2018 är Sveriges sämsta webbhotell. Det finns både billigare och bättre alternativ som inte sitter fast i 2010 och tycker det är okej. Kan ni snälla sluta se vinstsiffror framför ögonen, ta er i kragen och börja erbjuda den service som ni var så stolta över och som ni byggt hela er affärsidé på?  Mvh  Chris "|0
"Förväntningarna var att denna nya energiska mäklare med stöd av en stor etablerad organisation skulle hjälpa oss att hitta en ny bostad och samtidigt sälja vår lägenhet för högsta möjliga marknadspris. Resultatet var den sämsta affär jag gjort i livet: 1- Inga försök gjordes att hitta ett lämpligt hus till oss, trotts att jag 2 gånger lyft upp intresse på konkreta objekt som finns ""på gång"" så har jag inte fått återkoppling eller möjlighet att se dessa fastigheter 2- Denna ""lista"" på ett hundratal kunder med särskilt intresse att köpa min bostad som mäklaren lovade att ringa till var och en och säkerställa att dom fick chansen till privatvisning hörde jag inget om 3- När lägenheten lades ut på ""på gång"" så hade enligt mäklaren intresse visats ifrån spekulanter som ville säkerställa att dom fick se lägenheten innan den såldes. Dessa personer hördes inget av 4- Mäklaren insisterade att vi skulle sälja lägen i december trotts att all statistik tyder på att denna månad är sämst. Det fanns alltid många argument som lät bra men var tvärt emot sådant som en mäklare borde ha god kunskap om. 5- Mäklaren pratade initialt om väldigt högt försäljningspris men när jag själv ordnade en köpare så insisterade mäklaren att jag skulle ta emot ett lågt bud för att säkerställa försäljningen så snart som möjligt. 6- Ett prospekt och bilderna som togs skulle skickas över, vilket inte har gjorts. 7- Mäklararvodet sades muntligen skulle dras ifrån handpenningen vilket jag ifrågasatte eftersom mäklaren har skyldigheter därefter och yrkade på att arvodet borde delas upp för att spegla arbetsinsatsen. Detta höll mäklaren med om och ansåg vara rimligt krav som han skulle gå igenom med sin chef. därefter drogs pengarna ifrån handpenningen och trotts mitt påpekande med krav om att mina pengar gavs tillbaka till mig så fick jag inget svar. 8- Vid försäljningen så lovades att handpenningen skulle översändas inom 5 arbetsdagar, efter mer än en månad och 2 påpekanden samt ett personligt besök på kontoret så fick jag mina pengar och en ursäkt men förtroendet efter det var lågt.  Mäklaren är en ung och engagerad person som ändå engagerade både oss säljare och köparen. Jag hade hoppats att en etablerad och stark organisation kunde supporta honom och säkerställa att han gör ett bra jobb men från vår uppfattning så har han inte fått det stödet han behövt. Vi känner att vi kunnat göra ett bättre arbete själva utan mäklare och pengarna vi har betalat för tjänsten är minst sagt orimlig.  /Mikael Miglis "|0
Short verdict: rude personnel, lacking professionalism. I had two encounters with Folktandvården Kista on different occasions, one of them being for me, the other being for my 3yo, both of them being terrible. * The first occasion was a year ago when I needed a cavity fill, thus I booked a time with Sofia Aslam. I must say I have had my teeth worked in other countries quite often (my teeth *are* pretty bad), but never had I encountered someone who butchered me so bad! Her movements were clunky and it hurt throughout the whole process. And it was just a mere cavity... * The second occasion was when I suspected my 3yo to have demineralized teeth. He started having these gray spots everywhere so, as any parent would do, I booked a time with Morteza Poor Mortezavy. To my surprise, the dentist and assistant were annoyed by my presence there, invoking the fact that the same child had his teeth checked some ten months prior (which was true, since we went there when he fell down his bike and chipped his tooth). And it was not mere annoyment they treated me with, it was utter disrespect, scolding me even for what reason I have bothered them. They dismissed me after one minute, after pretending that they look into my son's mouth. I am pretty sure that there is no civilized institution where they should be allowed to treat a person coming with a legitimate concern like this, especially if that person pays their salaries indirectly! To describe them as lacking professionalism would be too kind, but rather plain rude seems more appropriate!|0
Lägenhet 2ROK. Vi rekommenderar varmt att kontakta Malin när ni säljer er bostad. Med sitt professionella och samtidigt personliga bemötande ingav hon ett berättigat förtroende. Hennes outsinligt engagemang och driv visade sig bland annat genom att hon vid sidan av försäljningen av vår lägenhet också hjälpte till att se över våra potentiella köpobjekt. Malin förde under hela processen en dialog med oss och gjorde oss delaktiga. Hon fanns alltid nära till hands vid frågor och funderingar, och hon var snabb med återkoppling. Trots sin effektivitet tummade Malin aldrig på perfektionen, något som bland annat framkom på bilder och visningar av vår lägenhet. Vi är enormt glada över att vi tog hjälp av Malin som mäklare och det är med värme vi rekommenderar dig att göra det också.|2
"Vi var i kontakt med Milad Malki på försäljningsavd ang en bil de hade lagt ut under en längre period. Han kom med ett erbjudande - som jag var väldigt skeptisk mot - både vad det gällde affären samt själva MTO Bilcenter. Jag ställde honom mot väggen och frågade honom gällande de dåliga recensioner vi läst om dem och han blev väldigt defensiv och sa att försäljningsavd INTE hade några som helst negativa omdömen och att det handla om deras verkstad de sammarbeta med. Han var noga med att påpeka att detta var en toppenaffär för VÅRAN del och att hans kollega hade en kund som var intresserad av bilen men att de vänta på vår affär. Detta samtal skedde måndag 16/7 2018. Däreftet kom vi överrens om att vi skulle komma upp till STHLM och göra en affär men att det fick vänta några dagar då vi är från Malmö och inte kunde ta oss upp förrän till kommande helg. Hans respons var ""inga problem den är reserverad till er"". Detta bestämdes en måndag 16/7 2018. Torsdag 19/7 2018 ser vi att annonsen är borttagen och därav kontaktar Milad som ÄN EN GÅNG bekräftar att bilen är reserverad till oss och han tog därmed bort annonsen pga vår affär. Fredag 20/7 2018 eftermiddag får vi ett SMS av honom där han skriver att bilen är tyvärr såld av hans kollega som gått på semester i föregående vecka (samma kollega som väntade med en kund måndagen den 16/7). Detta ska ha skett i föregående vecka (notera samtal från måndagen, kollegan var på plats och invänta affär med en kund. Nu var han på semester helt plötsligt). Vi ringer upp honom och han utav panik säger ""ge mig MAX 2 arbetsdagar så ska jag hitta er en liknande bil det lovar jag"". Vi fick varken något samtal eller någon bil efter det  Vi hade bokat hotell i sthlm för att kunna åka upp och göra denna affär. Detta i hans vetskap.  Han ljög för oss ang försäljningen då vi sedan gick in och kolla ägarbytet som hade skett 21/7 2018. Jag kan inte tala för hela MTO Bilcenter men vad det gäller säljaren Milad ""Mille"" så är han ABSOLUT ingen man kan lita på och ingen som helst trovärdig säljare.  VA FÖRSIKTIGA!!! Han kan blåsa er! "|0
Riktig oärlig företag. Flyttkillarna gjorde sitt jobb men deras chef var en bluff. Väl på plats meddelade de att jag måste swisha samma kväll och att faktura inte var något de kunde skicka. Jag pratade med arbetsledaren och meddelade att jag inte var beredd på att swisha men att jag kunde ordna det under kvällen. När allt var lastad och väl på plats på nya stället säger de att jag måste swisha innan de lastar av. Jag försökte framföra att deras arbetsledare per telefon några timmar tidigare sagt att det var ok att swisha senare under kvällen. En annan chef som fanns på plats då, påstod att den förra arbetsledaren inte sagt något sånt och att om jag inte swishade på en gång skulle de ta med sig mina saker. Hur skulle de annars lita på att jag skulle betala? En timme senare löste jag det genom att be en familjemedlem sätta in summan så fort hen kom hem. Då ville de att jag skulle betala för den tid de hade väntat på betalning. Sedan hade jag även bestämlt städning. De hade inte städat balkongen alls. När jag frågade varför det inte var städat där menade de att det fanns saker där som de inte kunde flytta. De syftade då på ett litet hörn där några blommor fanns kvar eftersom att flyttkillarna inte ville ta med det då de var rädda att grenar skulle gå av. Så jag åkte tillbaka och flyttade blommorna själv och så oförskämt svarar företaget. Rekommenderar inte de alls. Finns massa dolda avgifter även så som 50 kr bensin, en timme fram och tillbaka restid, 10 min paus per timme (som ju är ok men varför upplyser de inte om det?) Samt så tar de betalt för att leverera flyttkartonger. Och det där med garanti på städningen? En jäkla bluff visade det sig. Anlita inte det här bluff företaget! |0
